filingtype,page,link,cmte,office,period,year,draft
campaign,41,/pdf_files/EFS_generated/PCC_07_281_3462_A_2_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",8 Day Pre Special Election Report,2007,Amendment 2
campaign,41,/pdf_files/EFS_generated/PCC_07_160_3462_O_0_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",January 31st Report,2007,Original
campaign,41,/pdf_files/EFS_generated/PCC_07_164_3462_O_0_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",March 10th Report,2007,Original
campaign,41,/pdf_files/EFS_generated/PCC_07_164_3462_A_1_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",March 10th Report,2007,Amendment 1
campaign,42,/pdf_files/EFS_generated/PCC_07_281_3462_A_1_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",8 Day Pre Special Election Report,2007,Amendment 1
campaign,42,/pdf_files/EFS_generated/PCC_07_182_3462_O_0_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",Termination Report,2007,Original
campaign,42,/pdf_files/EFS_generated/PCC_07_160_3462_A_1_1.pdf,"Campaign to Elect Justina Wilkins, City Council Ward 7","Wilkins, Justina",January 31st Report,2007,Amendment 1
campaign,42,/pdf_files/EFS_generated/PCC_07_182_3166_O_0_1.pdf,Tony Williams for City Council,"Williams, Antonio",Termination Report,2007,Original
campaign,42,/scan_image/EFS_PDFFiles_prod/CAN_07_170_3160_A_1_1.pdf,1 For Chad,"Williams, Chad",August 10th Report,2007,Amendment 1
campaign,42,/scan_image/EFS_PDFFiles_prod/CAN_07_182_3160_A_1_1.pdf,1 For Chad,"Williams, Chad",Termination Report,2007,Amendment 1
campaign,42,/pdf_files/EFS_generated/PCC_07_168_34_O_0_1.pdf,Committee to Re-Elect Tony Williams,"Williams, Anthony",July 31st Report,2007,Original
campaign,42,/scan_image/EFS_PDFFiles_prod/CAN_07_160_34_O_0_1.pdf,Committee to Re-Elect Tony Williams,"Williams, Anthony",January 31st Report,2007,Original
campaign,42,/scan_image/EFS_PDFFiles_prod/CAN_07_182_3164_O_0_2.pdf,Committee to Elect Vera Winfield,"Winfield, Vera",Termination Report,2007,Original
campaign,42,/pdf_files/EFS_generated/PCC_07_182_3164_O_0_1.pdf,Committee to Elect Vera Winfield,"Winfield, Vera",Termination Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_160_3164_O_0_1.pdf,Committee to Elect Vera Winfield,"Winfield, Vera",January 31st Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_182_3228_O_0_1.pdf,Winstead for Ward 3 Council,"Winstead, Frank",Termination Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_168_2934_O_0_1.pdf,Cathy Wiss for Council,"Wiss, Cathy",July 31st Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_160_2934_O_0_1.pdf,Cathy Wiss for Council,"Wiss, Cathy",January 31st Report,2007,Original
campaign,43,/scan_image/EFS_PDFFiles_prod/CAN_07_175_53_O_0_1.pdf,Ward 5 for Wolterbeek,"Wolterbeek, Edward",December 10th Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_182_3151_O_0_1.pdf,Zapata WIN 5 Committee,"Zapata, Raenelle",Termination Report,2007,Original
campaign,43,/pdf_files/EFS_generated/PCC_07_160_3151_O_0_1.pdf,Zapata WIN 5 Committee,"Zapata, Raenelle",January 31st Report,2007,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_170_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",August 10th Report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_166_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",June 10th Report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_173_4454_A_1_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",October 10th Report,2008,Amendment 1
campaign,1,/pdf_files/EFS_generated/PCC_08_179_4454_A_1_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",8 Day Pre General Election Report,2008,Amendment 1
campaign,1,/pdf_files/EFS_generated/PCC_08_179_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",8 Day Pre General Election Report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_177_4454_A_1_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",8 Day Pre Primary Election report,2008,Amendment 1
campaign,1,/pdf_files/EFS_generated/PCC_08_177_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",8 Day Pre Primary Election report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_175_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",December 10th Report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_164_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",March 10th Report,2008,Original
campaign,1,/pdf_files/EFS_generated/PCC_08_173_4454_O_0_1.pdf,Committee to Re-Elect Yvette Alexander,"Alexander, Yvette",October 10th Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_160_3459_O_0_1.pdf,Committee to Elect Yvette M. Alexander,"Alexander, Yvette",January 31st Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_168_3459_O_0_1.pdf,Committee to Elect Yvette M. Alexander,"Alexander, Yvette",July 31st Report,2008,Original
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_08_160_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",January 31st Report,2008,Original
campaign,2,/scan_image/EFS_PDFFiles_prod/CAN_08_182_2260_O_0_1.pdf,Committee to Re-Elect Sandy Allen 04,"Allen, Sandra",Termination Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_179_4563_O_0_1.pdf,Obama Unity Slate,"Anderson Holness, E. Gail",8 Day Pre General Election Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_182_2385_O_0_1.pdf,Barry for Ward 8 Council ,"Barry, Marion",Termination Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_175_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",December 10th Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_170_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",August 10th Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_166_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",June 10th Report,2008,Original
campaign,2,/pdf_files/EFS_generated/PCC_08_179_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",8 Day Pre General Election Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_177_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",8 Day Pre Primary Election report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_173_4462_O_0_1.pdf,Barry for Ward 8,"Barry, Marion",October 10th Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_179_4527_O_0_1.pdf,Obama Unity Slate,"Berry, Jason",8 Day Pre General Election Report,2008,Original
campaign,3,/scan_image/EFS_PDFFiles_prod/CAN_08_170_4591_O_0_1.pdf,Committee to Re-elect Sekou Biddle,"Biddle, Sekou",August 10th Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_173_4591_O_0_1.pdf,Committee to Re-elect Sekou Biddle,"Biddle, Sekou",October 10th Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_179_4591_O_0_1.pdf,Committee to Re-elect Sekou Biddle,"Biddle, Sekou",8 Day Pre General Election Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_247_4591_O_0_1.pdf,Committee to Re-elect Sekou Biddle,"Biddle, Sekou",24 Hour Report (General),2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_175_4591_O_0_1.pdf,Committee to Re-elect Sekou Biddle,"Biddle, Sekou",December 10th Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_182_3294_O_0_1.pdf,Bobb for School Board President,"Bobb, Robert",Termination Report,2008,Original
campaign,3,/pdf_files/EFS_generated/PCC_08_160_3294_O_0_1.pdf,Bobb for School Board President,"Bobb, Robert",January 31st Report,2008,Original
campaign,4,/scan_image/EFS_PDFFiles_prod/CAN_08_160_2830_O_0_1.pdf,Bolden 2006 DC Council Member at Large,"Bolden, A. Scott",January 31st Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_173_4548_O_0_1.pdf,Obama for Change 2008,"Bonds, Anita",October 10th Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_175_4548_O_0_1.pdf,Obama for Change 2008,"Bonds, Anita",December 10th Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_182_4548_O_0_1.pdf,Obama for Change 2008,"Bonds, Anita",Termination Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_177_4548_O_0_1.pdf,Obama for Change 2008,"Bonds, Anita",8 Day Pre Primary Election report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_170_4548_O_0_1.pdf,Obama for Change 2008,"Bonds, Anita",August 10th Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_175_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",December 10th Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_170_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",August 10th Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_160_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",January 31st Report,2008,Original
campaign,4,/pdf_files/EFS_generated/PCC_08_175_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",December 10th Report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_166_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",June 10th Report,2008,Original
campaign,5,/pdf_files/EFS_generated/PCC_08_179_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",8 Day Pre General Election Report,2008,Original
campaign,5,/pdf_files/EFS_generated/PCC_08_247_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",24 Hour Report (General),2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_160_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",January 31st Report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_166_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",June 10th Report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_170_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",August 10th Report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_177_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",8 Day Pre Primary Election report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_175_3890_A_2_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",December 10th Report,2008,Amendment 2
campaign,5,/pdf_files/EFS_generated/PCC_08_179_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",8 Day Pre General Election Report,2008,Amendment 1
campaign,5,/pdf_files/EFS_generated/PCC_08_173_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",October 10th Report,2008,Amendment 1
campaign,6,/pdf_files/EFS_generated/PCC_08_247_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",24 Hour Report (General),2008,Original
campaign,6,/pdf_files/EFS_generated/PCC_08_177_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",8 Day Pre Primary Election report,2008,Original
campaign,6,/pdf_files/EFS_generated/PCC_08_164_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",March 10th Report,2008,Original
campaign,6,/pdf_files/EFS_generated/PCC_08_164_3890_A_1_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",March 10th Report,2008,Amendment 1
campaign,6,/pdf_files/EFS_generated/PCC_08_164_3890_A_2_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",March 10th Report,2008,Amendment 2
campaign,6,/pdf_files/EFS_generated/PCC_08_173_3890_O_0_1.pdf,Muriel Bowser for Ward 4 2008,"Bowser, Muriel",October 10th Report,2008,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_08_175_4532_O_0_3.pdf,Ward 3 Dems for Obama &amp; Change,"Brandon, Robert",December 10th Report,2008,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_08_170_4532_O_0_1.pdf,Ward 3 Dems for Obama &amp; Change,"Brandon, Robert",August 10th Report,2008,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_08_177_4532_O_0_1.pdf,Ward 3 Dems for Obama &amp; Change,"Brandon, Robert",8 Day Pre Primary Election report,2008,Original
campaign,6,/scan_image/EFS_PDFFiles_prod/CAN_08_173_4532_A_1_2.pdf,Ward 3 Dems for Obama &amp; Change,"Brandon, Robert",October 10th Report,2008,Amendment 1
campaign,7,/scan_image/EFS_PDFFiles_prod/CAN_08_173_4532_O_0_2.pdf,Ward 3 Dems for Obama &amp; Change,"Brandon, Robert",October 10th Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_179_4474_A_1_1.pdf,Friends of Michael Brown,"Brown, Michael",8 Day Pre General Election Report,2008,Amendment 1
campaign,7,/pdf_files/EFS_generated/PCC_08_170_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",August 10th Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_166_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",June 10th Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_179_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",8 Day Pre General Election Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_173_4474_O_0_1.pdf,Friends of Michael Brown,"Brown, Michael",October 10th Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_160_1672_O_0_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",January 31st Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_168_1672_O_0_1.pdf,Committee to Elect Kwame R Brown,"Brown, Kwame",July 31st Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_160_3191_O_0_1.pdf,Mike Brown for Shadow Senate,"Brown, Michael",January 31st Report,2008,Original
campaign,7,/pdf_files/EFS_generated/PCC_08_182_3191_O_0_1.pdf,Mike Brown for Shadow Senate,"Brown, Michael",Termination Report,2008,Original
campaign,8,/pdf_files/EFS_generated/PCC_08_173_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",October 10th Report,2008,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_08_179_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",8 Day Pre General Election Report,2008,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_08_247_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",24 Hour Report (General),2008,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_08_175_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",December 10th Report,2008,Original
campaign,8,/pdf_files/EFS_generated/PCC_08_164_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",March 10th Report,2008,Original
campaign,8,/pdf_files/EFS_generated/PCC_08_164_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",March 10th Report,2008,Amendment 1
campaign,8,/pdf_files/EFS_generated/PCC_08_160_3761_A_2_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",January 31st Report,2008,Amendment 2
campaign,8,/pdf_files/EFS_generated/PCC_08_173_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",October 10th Report,2008,Original
campaign,8,/pdf_files/EFS_generated/PCC_08_179_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",8 Day Pre General Election Report,2008,Original
campaign,8,/pdf_files/EFS_generated/PCC_08_247_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",24 Hour Report (General),2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_177_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",8 Day Pre Primary Election report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_166_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",June 10th Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_160_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",January 31st Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_170_3761_O_0_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",August 10th Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_160_3761_A_1_1.pdf,Re-Elect Kwame R. Brown,"Brown, Kwame",January 31st Report,2008,Amendment 1
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_08_170_4480_O_0_1.pdf,Clarence Cherry for At-Large Council,"Cherry, Clarence",August 10th Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_173_4480_O_0_1.pdf,Clarence Cherry for At-Large Council,"Cherry, Clarence",October 10th Report,2008,Original
campaign,9,/scan_image/EFS_PDFFiles_prod/CAN_08_182_4480_O_0_2.pdf,Clarence Cherry for At-Large Council,"Cherry, Clarence",Termination Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_182_4480_O_0_1.pdf,Clarence Cherry for At-Large Council,"Cherry, Clarence",Termination Report,2008,Original
campaign,9,/pdf_files/EFS_generated/PCC_08_166_4480_O_0_1.pdf,Clarence Cherry for At-Large Council,"Cherry, Clarence",June 10th Report,2008,Original
campaign,10,/pdf_files/EFS_generated/PCC_08_179_4678_O_0_1.pdf,"Committee to Elect Ralph J. Chittams, Sr.","Chittams, Ralph",8 Day Pre General Election Report,2008,Original
campaign,10,/pdf_files/EFS_generated/PCC_08_175_4678_O_0_1.pdf,"Committee to Elect Ralph J. Chittams, Sr.","Chittams, Ralph",December 10th Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_173_4678_O_0_2.pdf,"Committee to Elect Ralph J. Chittams, Sr.","Chittams, Ralph",October 10th Report,2008,Original
campaign,10,/pdf_files/EFS_generated/PCC_08_164_3873_A_1_1.pdf,Clampitt for Council,"Clampitt, Adam",March 10th Report,2008,Amendment 1
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_175_3873_O_0_1.pdf,Clampitt for Council,"Clampitt, Adam",December 10th Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_170_3873_O_0_1.pdf,Clampitt for Council,"Clampitt, Adam",August 10th Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_160_3873_O_0_1.pdf,Clampitt for Council,"Clampitt, Adam",January 31st Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_166_3873_O_0_1.pdf,Clampitt for Council,"Clampitt, Adam",June 10th Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_164_3873_O_0_1.pdf,Clampitt for Council,"Clampitt, Adam",March 10th Report,2008,Original
campaign,10,/scan_image/EFS_PDFFiles_prod/CAN_08_173_3873_O_0_2.pdf,Clampitt for Council,"Clampitt, Adam",October 10th Report,2008,Original
campaign,11,/scan_image/EFS_PDFFiles_prod/CAN_08_170_3873_A_1_1.pdf,Clampitt for Council,"Clampitt, Adam",August 10th Report,2008,Amendment 1
campaign,11,/scan_image/EFS_PDFFiles_prod/CAN_08_182_2885_O_0_1.pdf,Citizens to Elect Linda Cropp Mayor,"Cropp, Linda",Termination Report,2008,Original
campaign,11,/scan_image/EFS_PDFFiles_prod/CAN_08_175_4553_O_0_2.pdf,Culver for Ward 2,"Culver, Christina",December 10th Report,2008,Original
campaign,11,/pdf_files/EFS_generated/PCC_08_175_4553_A_1_1.pdf,Culver for Ward 2,"Culver, Christina",December 10th Report,2008,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_08_170_4553_A_1_1.pdf,Culver for Ward 2,"Culver, Christina",August 10th Report,2008,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_08_177_4553_A_1_1.pdf,Culver for Ward 2,"Culver, Christina",8 Day Pre Primary Election report,2008,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_08_173_4553_A_1_1.pdf,Culver for Ward 2,"Culver, Christina",October 10th Report,2008,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_08_179_4553_A_1_1.pdf,Culver for Ward 2,"Culver, Christina",8 Day Pre General Election Report,2008,Amendment 1
campaign,11,/pdf_files/EFS_generated/PCC_08_177_4553_O_0_1.pdf,Culver for Ward 2,"Culver, Christina",8 Day Pre Primary Election report,2008,Original
campaign,11,/pdf_files/EFS_generated/PCC_08_170_4553_O_0_1.pdf,Culver for Ward 2,"Culver, Christina",August 10th Report,2008,Original
campaign,12,/pdf_files/EFS_generated/PCC_08_179_4553_O_0_1.pdf,Culver for Ward 2,"Culver, Christina",8 Day Pre General Election Report,2008,Original
campaign,12,/pdf_files/EFS_generated/PCC_08_247_4553_O_0_1.pdf,Culver for Ward 2,"Culver, Christina",24 Hour Report (General),2008,Original
campaign,12,/pdf_files/EFS_generated/PCC_08_173_4553_O_0_1.pdf,Culver for Ward 2,"Culver, Christina",October 10th Report,2008,Original
campaign,12,/pdf_files/EFS_generated/PCC_08_182_3217_O_0_1.pdf,Nestor for Mayor D.C.,"Djonkam, Nestor",Termination Report,2008,Original
campaign,12,/pdf_files/EFS_generated/PCC_08_160_3217_O_0_1.pdf,Nestor for Mayor D.C.,"Djonkam, Nestor",January 31st Report,2008,Original
campaign,12,/scan_image/EFS_PDFFiles_prod/CAN_08_170_4615_O_0_1.pdf,Obama for Change 2008,"Eichhorn, Janice (Jan)",August 10th Report,2008,Original
